time	V(n001)	V(n002)
1.391946074175106e-003	1.569888e-001	5.056504e-003
1.399758574175106e-003	1.472529e-001	4.119599e-003
1.407571074175106e-003	1.371624e-001	3.293134e-003
1.415383574175106e-003	1.267414e-001	2.574421e-003
1.423196074175106e-003	1.160150e-001	1.957831e-003
1.431008574175106e-003	1.050092e-001	1.435574e-003
1.438821074175106e-003	9.375041e-002	9.984905e-004
1.446633574175106e-003	8.226575e-002	6.367696e-004
1.454446074175106e-003	7.058291e-002	3.405466e-004
1.462258574175106e-003	5.873002e-002	1.003588e-004
1.470071074175106e-003	4.673566e-002	-9.254314e-005
1.481789824175106e-003	2.854211e-002	-3.101483e-004
1.493508574175106e-003	1.019388e-002	-4.611941e-004
1.497972859889392e-003	3.170367e-003	-5.035291e-004
1.502437145603678e-003	-3.841875e-003	-5.411905e-004
1.506901431317964e-003	-1.084284e-002	-5.741783e-004
1.511365717032249e-003	-1.783254e-002	-6.024923e-004
1.515830002746535e-003	-2.481097e-002	-6.261328e-004
1.520294288460821e-003	-3.177813e-002	-6.450995e-004
1.524758574175106e-003	-3.873401e-002	-6.593927e-004
1.534245181317964e-003	-5.350262e-002	-6.791937e-004
1.543731788460821e-003	-6.795617e-002	-6.931147e-004
1.553218395603678e-003	-8.209466e-002	-7.011558e-004
1.562705002746535e-003	-9.591808e-002	-7.033170e-004
1.572191609889392e-003	-1.094264e-001	-6.995982e-004
1.581678217032249e-003	-1.226197e-001	-6.899995e-004
1.591164824175106e-003	-1.354980e-001	-6.745208e-004
1.606789824175106e-003	-1.558159e-001	-6.470764e-004
1.622414824175106e-003	-1.742434e-001	-6.169093e-004
1.638039824175106e-003	-1.907805e-001	-5.840194e-004
1.653664824175106e-003	-2.054272e-001	-5.484067e-004
1.669289824175106e-003	-2.181834e-001	-5.100713e-004
1.684914824175106e-003	-2.290493e-001	-4.690132e-004
1.700539824175107e-003	-2.380248e-001	-4.252323e-004
1.723977324175107e-003	-2.463958e-001	-3.580652e-004
1.747414824175107e-003	-2.495916e-001	-2.916904e-004
1.770852324175107e-003	-2.476120e-001	-2.261078e-004
1.794289824175107e-003	-2.404570e-001	-1.613174e-004
1.817727324175107e-003	-2.281268e-001	-9.731929e-005
1.841164824175107e-003	-2.106212e-001	-3.411343e-005
1.864602324175107e-003	-1.879403e-001	2.830018e-005
1.876321074175107e-003	-1.751020e-001	5.645741e-005
1.888039824175107e-003	-1.615111e-001	8.533660e-005
1.899758574175107e-003	-1.471674e-001	1.149378e-004
1.911477324175107e-003	-1.320710e-001	1.452609e-004
1.923196074175107e-003	-1.162220e-001	1.763060e-004
1.934914824175107e-003	-9.962021e-002	2.080731e-004
1.946633574175107e-003	-8.226575e-002	2.405622e-004
1.953330002746535e-003	-7.221746e-002	2.601249e-004
1.960026431317964e-003	-6.208661e-002	2.840304e-004
1.966722859889393e-003	-5.187320e-002	3.122787e-004
1.973419288460821e-003	-4.157722e-002	3.448698e-004
1.980115717032249e-003	-3.119867e-002	3.818036e-004
1.986812145603678e-003	-2.073756e-002	4.230802e-004
1.993508574175107e-003	-1.019388e-002	4.686996e-004
1.997972859889392e-003	-3.170367e-003	5.038429e-004
2.002437145603678e-003	3.841875e-003	5.455939e-004
2.006901431317964e-003	1.084284e-002	5.939525e-004
2.011365717032249e-003	1.783254e-002	6.489188e-004
2.015830002746535e-003	2.481097e-002	7.104928e-004
2.020294288460821e-003	3.177813e-002	7.786744e-004
2.024758574175107e-003	3.873401e-002	8.534637e-004
2.036477324175107e-003	5.679812e-002	1.106980e-003
2.048196074175107e-003	7.455443e-002	1.454605e-003
2.056008574175107e-003	8.617337e-002	1.752729e-003
2.063821074175107e-003	9.758472e-002	2.114898e-003
2.071633574175107e-003	1.087610e-001	2.550936e-003
2.079446074175107e-003	1.196752e-001	3.070548e-003
2.087258574175107e-003	1.303011e-001	3.682713e-003
2.095071074175107e-003	1.406132e-001	4.394946e-003
2.102883574175107e-003	1.505864e-001	5.212511e-003
2.110696074175107e-003	1.601969e-001	6.137634e-003
2.122414824175107e-003	1.738821e-001	7.722603e-003
2.134133574175107e-003	1.866250e-001	9.522315e-003
2.140271967032249e-003	1.929209e-001	1.056505e-002
2.146410359889392e-003	1.989089e-001	1.161820e-002
2.152548752746535e-003	2.045891e-001	1.268175e-002
2.158687145603678e-003	2.099615e-001	1.375572e-002
2.164825538460821e-003	2.150260e-001	1.484009e-002
2.170963931317964e-003	2.197826e-001	1.593488e-002
2.177102324175107e-003	2.242314e-001	1.704007e-002
2.184914824175107e-003	2.294079e-001	1.841069e-002
2.192727324175107e-003	2.340081e-001	1.964844e-002
2.200539824175107e-003	2.380321e-001	2.075331e-002
2.208352324175107e-003	2.414798e-001	2.172532e-002
2.216164824175107e-003	2.443512e-001	2.256446e-002
2.223977324175107e-003	2.466464e-001	2.327073e-002
2.231789824175107e-003	2.483654e-001	2.384412e-002
2.243508574175107e-003	2.497921e-001	2.428431e-002
2.255227324175107e-003	2.498652e-001	2.428642e-002
2.266946074175107e-003	2.485842e-001	2.384888e-002
2.278664824175107e-003	2.459562e-001	2.298848e-002
2.290383574175107e-003	2.419952e-001	2.173989e-002
2.302102324175107e-003	2.367229e-001	2.015459e-002
2.308240717032250e-003	2.334318e-001	1.918060e-002
2.314379109889392e-003	2.298084e-001	1.817383e-002
2.320517502746535e-003	2.258527e-001	1.713428e-002
2.326655895603678e-003	2.215648e-001	1.606193e-002
2.332794288460821e-003	2.169446e-001	1.495680e-002
2.338932681317964e-003	2.119921e-001	1.381888e-002
2.345071074175107e-003	2.067074e-001	1.264817e-002
2.351767502746535e-003	2.005790e-001	1.139170e-002
2.358463931317964e-003	1.941259e-001	1.019254e-002
2.365160359889392e-003	1.873481e-001	9.050702e-003
2.371856788460821e-003	1.802454e-001	7.966178e-003
2.378553217032250e-003	1.728180e-001	6.938971e-003
2.385249645603679e-003	1.650658e-001	5.969079e-003
2.391946074175107e-003	1.569888e-001	5.056504e-003
2.399758574175107e-003	1.472529e-001	4.119599e-003
2.407571074175107e-003	1.371624e-001	3.293134e-003
2.415383574175107e-003	1.267414e-001	2.574421e-003
2.423196074175107e-003	1.160150e-001	1.957831e-003
2.431008574175107e-003	1.050092e-001	1.435574e-003
2.438821074175107e-003	9.375041e-002	9.984905e-004
2.446633574175107e-003	8.226575e-002	6.367696e-004
2.454446074175107e-003	7.058291e-002	3.405466e-004
2.462258574175107e-003	5.873002e-002	1.003588e-004
2.470071074175107e-003	4.673566e-002	-9.254314e-005
2.481789824175107e-003	2.854211e-002	-3.101483e-004
2.493508574175107e-003	1.019388e-002	-4.611941e-004
2.497972859889393e-003	3.170367e-003	-5.035291e-004
2.502437145603679e-003	-3.841875e-003	-5.411905e-004
2.506901431317964e-003	-1.084284e-002	-5.741783e-004
2.511365717032250e-003	-1.783254e-002	-6.024923e-004
2.515830002746535e-003	-2.481097e-002	-6.261328e-004
2.520294288460821e-003	-3.177813e-002	-6.450995e-004
2.524758574175107e-003	-3.873401e-002	-6.593927e-004
2.534245181317964e-003	-5.350262e-002	-6.791937e-004
2.543731788460821e-003	-6.795617e-002	-6.931147e-004
2.553218395603679e-003	-8.209466e-002	-7.011558e-004
2.562705002746535e-003	-9.591808e-002	-7.033170e-004
2.572191609889393e-003	-1.094264e-001	-6.995982e-004
2.581678217032250e-003	-1.226197e-001	-6.899995e-004
2.591164824175107e-003	-1.354980e-001	-6.745208e-004
2.606789824175107e-003	-1.558159e-001	-6.470764e-004
2.622414824175107e-003	-1.742434e-001	-6.169093e-004
2.638039824175107e-003	-1.907805e-001	-5.840194e-004
2.653664824175107e-003	-2.054272e-001	-5.484067e-004
2.669289824175107e-003	-2.181834e-001	-5.100713e-004
2.684914824175107e-003	-2.290493e-001	-4.690132e-004
2.700539824175107e-003	-2.380248e-001	-4.252323e-004
2.723977324175107e-003	-2.463958e-001	-3.580652e-004
2.747414824175107e-003	-2.495916e-001	-2.916904e-004
2.770852324175107e-003	-2.476120e-001	-2.261078e-004
2.794289824175107e-003	-2.404570e-001	-1.613174e-004
2.817727324175107e-003	-2.281268e-001	-9.731929e-005
2.841164824175107e-003	-2.106212e-001	-3.411343e-005
2.864602324175107e-003	-1.879403e-001	2.830018e-005
2.876321074175107e-003	-1.751020e-001	5.645741e-005
2.888039824175107e-003	-1.615111e-001	8.533660e-005
2.899758574175107e-003	-1.471674e-001	1.149378e-004
2.911477324175107e-003	-1.320710e-001	1.452609e-004
2.923196074175107e-003	-1.162220e-001	1.763060e-004
2.934914824175107e-003	-9.962021e-002	2.080731e-004
2.946633574175107e-003	-8.226575e-002	2.405622e-004
2.953330002746536e-003	-7.221746e-002	2.601249e-004
2.960026431317965e-003	-6.208661e-002	2.840304e-004
2.966722859889393e-003	-5.187320e-002	3.122787e-004
2.973419288460822e-003	-4.157722e-002	3.448698e-004
2.980115717032250e-003	-3.119867e-002	3.818036e-004
2.986812145603679e-003	-2.073756e-002	4.230802e-004
2.993508574175107e-003	-1.019388e-002	4.686996e-004
2.997972859889393e-003	-3.170367e-003	5.038429e-004
3.002437145603679e-003	3.841875e-003	5.455939e-004
3.006901431317965e-003	1.084284e-002	5.939525e-004
3.011365717032250e-003	1.783254e-002	6.489188e-004
3.015830002746536e-003	2.481097e-002	7.104928e-004
3.020294288460822e-003	3.177813e-002	7.786744e-004
3.024758574175107e-003	3.873401e-002	8.534637e-004
3.036477324175107e-003	5.679812e-002	1.106980e-003
3.048196074175107e-003	7.455443e-002	1.454605e-003
3.056008574175107e-003	8.617337e-002	1.752729e-003
3.063821074175108e-003	9.758472e-002	2.114898e-003
3.071633574175108e-003	1.087610e-001	2.550936e-003
3.079446074175108e-003	1.196752e-001	3.070548e-003
3.087258574175108e-003	1.303011e-001	3.682713e-003
3.095071074175108e-003	1.406132e-001	4.394946e-003
3.102883574175108e-003	1.505864e-001	5.212511e-003
3.110696074175108e-003	1.601969e-001	6.137634e-003
3.122414824175108e-003	1.738821e-001	7.722603e-003
3.134133574175108e-003	1.866250e-001	9.522315e-003
3.140271967032250e-003	1.929209e-001	1.056505e-002
3.146410359889393e-003	1.989089e-001	1.161820e-002
3.152548752746536e-003	2.045891e-001	1.268175e-002
3.158687145603679e-003	2.099615e-001	1.375572e-002
3.164825538460822e-003	2.150260e-001	1.484009e-002
3.170963931317965e-003	2.197826e-001	1.593488e-002
3.177102324175108e-003	2.242314e-001	1.704007e-002
3.184914824175108e-003	2.294079e-001	1.841069e-002
3.192727324175108e-003	2.340081e-001	1.964844e-002
3.200539824175108e-003	2.380321e-001	2.075331e-002
3.208352324175108e-003	2.414798e-001	2.172532e-002
3.216164824175108e-003	2.443512e-001	2.256446e-002
3.223977324175108e-003	2.466464e-001	2.327073e-002
3.231789824175108e-003	2.483654e-001	2.384412e-002
3.243508574175108e-003	2.497921e-001	2.428431e-002
3.255227324175108e-003	2.498652e-001	2.428642e-002
3.266946074175108e-003	2.485842e-001	2.384888e-002
3.278664824175108e-003	2.459562e-001	2.298848e-002
3.290383574175108e-003	2.419952e-001	2.173989e-002
3.302102324175108e-003	2.367229e-001	2.015459e-002
3.308240717032251e-003	2.334318e-001	1.918060e-002
3.314379109889393e-003	2.298084e-001	1.817383e-002
3.320517502746536e-003	2.258527e-001	1.713428e-002
3.326655895603679e-003	2.215648e-001	1.606193e-002
3.332794288460822e-003	2.169446e-001	1.495680e-002
3.338932681317965e-003	2.119921e-001	1.381888e-002
3.345071074175108e-003	2.067074e-001	1.264817e-002
3.351767502746536e-003	2.005790e-001	1.139170e-002
3.358463931317965e-003	1.941259e-001	1.019254e-002
3.365160359889393e-003	1.873481e-001	9.050702e-003
3.371856788460822e-003	1.802454e-001	7.966178e-003
3.378553217032251e-003	1.728180e-001	6.938971e-003
3.385249645603679e-003	1.650658e-001	5.969079e-003
3.391946074175108e-003	1.569888e-001	5.056504e-003
3.399758574175108e-003	1.472529e-001	4.119599e-003
3.407571074175108e-003	1.371624e-001	3.293134e-003
3.415383574175108e-003	1.267414e-001	2.574421e-003
3.423196074175108e-003	1.160150e-001	1.957831e-003
3.431008574175108e-003	1.050092e-001	1.435574e-003
3.438821074175108e-003	9.375041e-002	9.984905e-004
3.446633574175108e-003	8.226575e-002	6.367696e-004
3.454446074175108e-003	7.058291e-002	3.405466e-004
3.462258574175108e-003	5.873002e-002	1.003588e-004
3.470071074175108e-003	4.673566e-002	-9.254314e-005
3.481789824175108e-003	2.854211e-002	-3.101483e-004
3.493508574175108e-003	1.019388e-002	-4.611941e-004
3.497972859889393e-003	3.170367e-003	-5.035291e-004
3.502437145603680e-003	-3.841875e-003	-5.411905e-004
3.506901431317965e-003	-1.084284e-002	-5.741783e-004
3.511365717032251e-003	-1.783254e-002	-6.024923e-004
3.515830002746536e-003	-2.481097e-002	-6.261328e-004
3.520294288460822e-003	-3.177813e-002	-6.450995e-004
3.524758574175108e-003	-3.873401e-002	-6.593927e-004
3.534245181317965e-003	-5.350262e-002	-6.791937e-004
3.543731788460822e-003	-6.795617e-002	-6.931147e-004
3.553218395603680e-003	-8.209466e-002	-7.011558e-004
3.562705002746536e-003	-9.591808e-002	-7.033170e-004
3.572191609889394e-003	-1.094264e-001	-6.995982e-004
3.581678217032251e-003	-1.226197e-001	-6.899995e-004
3.591164824175108e-003	-1.354980e-001	-6.745208e-004
3.606789824175108e-003	-1.558159e-001	-6.470764e-004
3.622414824175108e-003	-1.742434e-001	-6.169093e-004
3.638039824175108e-003	-1.907805e-001	-5.840194e-004
3.653664824175108e-003	-2.054272e-001	-5.484067e-004
3.669289824175108e-003	-2.181834e-001	-5.100713e-004
3.684914824175108e-003	-2.290493e-001	-4.690132e-004
3.700539824175108e-003	-2.380248e-001	-4.252323e-004
3.723977324175108e-003	-2.463958e-001	-3.580652e-004
3.747414824175108e-003	-2.495916e-001	-2.916904e-004
3.770852324175108e-003	-2.476120e-001	-2.261078e-004
3.794289824175108e-003	-2.404570e-001	-1.613174e-004
3.817727324175108e-003	-2.281268e-001	-9.731929e-005
